Date,Open,High,Low,Close,Adj Close,Volume
2016-04-22,78.930000,79.180000,77.199997,78.320000,70.505699,10099600
2016-04-25,78.500000,78.860001,76.199997,76.790001,69.128365,8079800
2016-04-26,77.150002,77.739998,76.470001,77.650002,69.902550,6085900
2016-04-27,77.980003,78.889999,77.599998,78.680000,70.829788,4459300
2016-04-28,78.029999,79.169998,77.599998,77.750000,69.992561,4844600
2016-04-29,78.019997,79.000000,77.320000,77.720001,69.965553,7702700
2016-05-02,77.349998,78.070000,76.620003,77.839996,70.073593,3330100
2016-05-03,76.849998,77.099998,75.580002,76.360001,68.741264,4790900
2016-05-04,76.180000,76.309998,73.900002,74.239998,66.832771,6938100
2016-05-05,74.150002,74.599998,72.699997,72.790001,65.527451,8071200
2016-05-06,72.160004,73.419998,71.620003,73.360001,66.040588,6942800
2016-05-09,72.330002,72.629997,70.570000,70.779999,63.717995,9405000
2016-05-10,70.779999,72.709999,70.589996,72.510002,65.275375,6507300
2016-05-11,72.849998,73.610001,72.360001,72.430000,65.203369,4691900
2016-05-12,72.919998,73.239998,71.180000,71.699997,64.546188,4526500
2016-05-13,71.629997,71.779999,70.059998,70.070000,63.078827,6417200
2016-05-16,70.389999,71.699997,70.099998,70.699997,63.645973,4515900
2016-05-17,70.699997,72.180000,70.449997,71.050003,63.961056,4841900
2016-05-18,70.620003,71.870003,70.080002,70.589996,63.546936,5166000
2016-05-19,69.930000,70.120003,69.040001,69.430000,62.502697,6137100
2016-05-20,70.000000,70.779999,69.750000,69.870003,62.898788,5731600
2016-05-23,69.800003,70.949997,69.589996,70.400002,63.375896,4002000
2016-05-24,70.779999,71.250000,70.250000,71.089996,63.997051,3872400
2016-05-25,71.629997,72.699997,71.260002,72.570000,65.329399,5035400
2016-05-26,73.239998,73.589996,72.059998,72.080002,64.888298,4146400
2016-05-27,72.150002,72.199997,71.500000,71.959999,64.780258,3002100
2016-05-31,72.029999,73.169998,71.949997,72.510002,65.275375,4072600
2016-06-01,71.980003,72.489998,71.269997,72.269997,65.059326,2699900
2016-06-02,72.599998,73.639999,72.279999,73.620003,66.274635,4615300
2016-06-03,73.650002,75.139999,73.099998,75.040001,67.552956,6619300
2016-06-06,75.360001,76.529999,75.110001,76.419998,68.795265,4775100
2016-06-07,76.529999,77.279999,76.440002,76.809998,69.146362,4235200
2016-06-08,77.500000,78.699997,77.260002,78.110001,70.316650,5987800
2016-06-09,77.389999,77.500000,76.639999,77.160004,69.461441,3784600
2016-06-10,76.320000,76.559998,75.379997,76.029999,68.444176,4879500
2016-06-13,75.699997,76.339996,75.230003,75.230003,67.723999,4086700
2016-06-14,75.059998,75.550003,73.949997,74.860001,67.390923,4058400
2016-06-15,75.190002,75.949997,74.339996,75.070000,67.579956,3802000
2016-06-16,74.410004,75.139999,73.349998,74.989998,67.507950,4064800
2016-06-17,75.349998,76.660004,75.239998,75.930000,68.354164,5442000
2016-06-20,76.910004,77.349998,76.389999,76.430000,68.804260,4090800
2016-06-21,76.449997,76.900002,76.010002,76.489998,68.858284,3292100
2016-06-22,76.889999,77.089996,76.180000,76.430000,68.804260,3056800
2016-06-23,77.660004,78.250000,77.220001,78.220001,70.415665,3600800
2016-06-24,75.199997,75.610001,72.989998,73.029999,65.743500,12179500
2016-06-27,72.500000,72.709999,70.529999,71.379997,64.258125,7337400
2016-06-28,72.239998,72.900002,71.510002,72.519997,65.284386,4743700
2016-06-29,73.250000,74.400002,72.790001,74.230003,66.823776,4015400
2016-06-30,74.169998,75.849998,73.970001,75.809998,68.246140,4695500
2016-07-01,75.379997,76.989998,75.320000,76.449997,68.822273,4630100
2016-07-05,75.660004,75.949997,73.699997,74.379997,66.958817,4776300
2016-07-06,74.589996,74.870003,73.459999,74.830002,67.363922,3740500
2016-07-07,75.070000,75.730003,74.379997,75.050003,67.561974,3080900
2016-07-08,75.919998,77.430000,75.779999,77.370003,69.650482,5491500
2016-07-11,78.000000,78.540001,77.320000,77.800003,70.037560,4511300
2016-07-12,78.720001,79.940002,78.300003,79.800003,71.838036,5545800
2016-07-13,79.980003,80.330002,79.070000,79.690002,71.739014,5162500
2016-07-14,80.500000,81.000000,79.970001,80.059998,72.072098,5441700
2016-07-15,80.489998,80.800003,80.160004,80.699997,72.648247,4642100
2016-07-18,79.879997,79.889999,78.870003,79.820000,72.548248,4136700
2016-07-19,79.339996,79.769997,79.150002,79.739998,72.475555,3308400
2016-07-20,79.449997,79.860001,78.930000,79.690002,72.430099,4185500
2016-07-21,80.449997,81.379997,79.739998,80.010002,72.720947,6472300
2016-07-22,79.779999,79.790001,78.860001,79.379997,72.148338,4133800
2016-07-25,79.150002,79.190002,78.339996,78.690002,71.521210,5798100
2016-07-26,79.040001,83.000000,78.739998,82.750000,75.211334,11007600
2016-07-27,82.720001,84.290001,82.720001,84.099998,76.438332,8460900
2016-07-28,83.699997,83.709999,82.449997,82.919998,75.365837,5065600
2016-07-29,82.800003,83.139999,82.129997,82.760002,75.220421,4274200
2016-08-01,82.760002,82.879997,81.529999,81.949997,74.484207,3377100
2016-08-02,82.000000,82.190002,80.919998,81.239998,73.838898,3909500
2016-08-03,81.150002,82.300003,80.930000,82.029999,74.556915,3101700
2016-08-04,81.820000,82.540001,81.400002,81.769997,74.320625,2407500
2016-08-05,82.220001,82.959999,82.000000,82.559998,75.038620,3286100
2016-08-08,83.000000,83.790001,82.800003,83.440002,75.838470,3544800
2016-08-09,83.519997,83.750000,82.699997,82.830002,75.284042,2314900
2016-08-10,83.309998,83.309998,82.480003,82.650002,75.120438,2290300
2016-08-11,83.000000,83.650002,82.989998,83.239998,75.656685,2229300
2016-08-12,83.260002,83.779999,82.580002,83.000000,75.438560,4342800
2016-08-15,83.000000,84.279999,82.959999,84.150002,76.483795,4056000
2016-08-16,84.209999,84.360001,83.639999,84.290001,76.611038,3161800
2016-08-17,84.410004,84.730003,83.839996,84.410004,76.720100,2983400
2016-08-18,83.410004,83.610001,82.510002,83.379997,75.783936,5003100
2016-08-19,83.059998,84.379997,82.760002,83.839996,76.202034,3823900
2016-08-22,83.620003,83.779999,83.000000,83.589996,75.974808,2885000
2016-08-23,83.980003,84.680000,83.949997,84.010002,76.356552,3178400
2016-08-24,83.410004,84.099998,82.970001,83.150002,75.574905,2200600
2016-08-25,83.070000,83.169998,82.589996,82.839996,75.293121,3082900
2016-08-26,83.209999,83.900002,82.279999,82.660004,75.129532,3596800
2016-08-29,82.510002,83.349998,82.410004,83.099998,75.529434,2253600
2016-08-30,82.860001,83.150002,82.309998,82.480003,74.965935,3468700
2016-08-31,82.059998,82.339996,81.610001,81.949997,74.484207,4041700
2016-09-01,81.589996,82.000000,80.570000,81.449997,74.029755,4102200
2016-09-02,82.190002,82.370003,81.470001,81.690002,74.247910,2449400
2016-09-06,82.010002,82.230003,81.480003,82.080002,74.602379,3071000
2016-09-07,82.500000,83.730003,82.410004,83.720001,76.092964,3996700
2016-09-08,83.500000,83.959999,83.080002,83.540001,75.929359,3400500
2016-09-09,82.889999,83.000000,80.760002,80.790001,73.429886,5311600
2016-09-12,80.269997,82.120003,80.099998,81.919998,74.456947,4110800
2016-09-13,81.099998,81.260002,79.930000,80.230003,72.920914,4740600
2016-09-14,80.379997,81.620003,80.230003,81.019997,73.638924,5324800
2016-09-15,80.830002,82.349998,80.739998,82.029999,74.556915,3499400
2016-09-16,81.620003,82.080002,81.209999,82.050003,74.575111,6715400
2016-09-19,82.180000,82.349998,81.349998,81.879997,74.420586,4351200
2016-09-20,82.459999,82.669998,81.660004,81.699997,74.256981,2774600
2016-09-21,82.300003,83.489998,82.010002,83.470001,75.865746,4264300
2016-09-22,83.970001,84.449997,83.309998,83.500000,75.893013,3925200
2016-09-23,83.510002,83.580002,82.389999,82.440002,74.929565,3031500
2016-09-26,82.199997,82.680000,82.010002,82.370003,74.865952,3340800
2016-09-27,82.190002,82.879997,81.669998,82.879997,75.329491,4295600
2016-09-28,83.250000,86.660004,83.139999,86.589996,78.701492,9497100
2016-09-29,86.279999,88.849998,86.279999,87.470001,79.501343,10616400
2016-09-30,87.989998,88.980003,87.809998,88.769997,80.682899,6379100
2016-10-03,88.230003,89.190002,88.169998,88.279999,80.237526,4294600
2016-10-04,88.500000,88.949997,87.180000,87.510002,79.537674,4743300
2016-10-05,88.120003,89.870003,88.040001,89.419998,81.273682,5189500
2016-10-06,88.959999,89.660004,88.709999,89.290001,81.155533,3786900
2016-10-07,89.519997,89.739998,87.940002,88.470001,80.410233,3774200
2016-10-10,89.099998,89.500000,88.139999,88.220001,80.183014,3785700
2016-10-11,89.099998,89.320000,87.260002,87.470001,79.501343,6471900
2016-10-12,87.500000,87.750000,87.019997,87.580002,79.601311,3950000
2016-10-13,86.900002,87.070000,86.260002,86.970001,79.046890,5677000
2016-10-14,87.830002,88.419998,87.559998,87.669998,79.683105,3601000
2016-10-17,87.379997,87.720001,86.900002,87.290001,79.337730,4479700
2016-10-18,88.110001,88.199997,86.769997,87.220001,79.274101,3715700
2016-10-19,87.309998,88.279999,86.860001,88.000000,79.983047,5943900
2016-10-20,87.059998,87.269997,86.230003,86.629997,79.432884,4576600
2016-10-21,85.730003,86.629997,85.360001,86.330002,79.157814,3592500
2016-10-24,86.120003,87.129997,85.540001,85.989998,78.846046,5096500
2016-10-25,85.860001,87.650002,83.879997,84.480003,77.461517,11639200
2016-10-26,83.809998,84.389999,82.879997,84.129997,77.140587,6582100
2016-10-27,84.279999,84.339996,82.709999,83.010002,76.113640,5003200
2016-10-28,83.320000,84.169998,83.000000,83.879997,76.911354,4974000
2016-10-31,84.190002,84.379997,83.410004,83.459999,76.526253,4679400
2016-11-01,83.470001,83.650002,81.650002,82.239998,75.407608,5139600
2016-11-02,82.150002,82.150002,80.330002,81.110001,74.371490,5228600
2016-11-03,81.639999,81.669998,80.680000,81.269997,74.518181,3859000
2016-11-04,81.339996,82.900002,80.589996,82.309998,75.471786,5745800
2016-11-07,83.739998,84.160004,82.970001,83.750000,76.792168,3786400
2016-11-08,83.769997,85.000000,83.059998,84.680000,77.644897,3407700
2016-11-09,89.779999,93.199997,89.360001,91.199997,83.623238,19281900
2016-11-10,92.040001,94.949997,91.839996,93.449997,85.686310,14174400
2016-11-11,93.389999,94.339996,91.820000,93.010002,85.282867,7369900
2016-11-14,93.250000,95.500000,93.019997,94.169998,86.346466,7552800
2016-11-15,93.459999,94.459999,92.639999,94.440002,86.594055,4645400
2016-11-16,93.769997,94.400002,92.839996,93.349998,85.594612,3297200
2016-11-17,93.500000,93.500000,92.400002,92.779999,85.071960,3942200
2016-11-18,93.010002,93.400002,91.900002,92.339996,84.668510,4715900
2016-11-21,93.129997,93.849998,92.779999,92.900002,85.181984,3783200
2016-11-22,93.400002,93.709999,92.800003,93.620003,85.842186,3172800
2016-11-23,94.809998,96.419998,94.220001,96.180000,88.189491,6535900
2016-11-25,95.959999,96.440002,95.209999,95.809998,87.850227,2006900
2016-11-28,95.510002,95.860001,94.470001,94.900002,87.015846,4916000
2016-11-29,94.000000,94.570000,93.629997,94.040001,86.227280,3806000
2016-11-30,95.750000,95.900002,94.349998,95.559998,87.620987,4641900
2016-12-01,96.000000,97.389999,94.050003,96.239998,88.244514,9361600
2016-12-02,95.360001,96.150002,94.930000,95.139999,87.235893,5038300
2016-12-05,95.870003,95.989998,94.150002,94.449997,86.603218,4980300
2016-12-06,94.099998,95.309998,94.070000,95.220001,87.309258,3663100
2016-12-07,95.250000,97.330002,94.930000,97.330002,89.243958,4901100
2016-12-08,97.260002,97.400002,96.129997,96.269997,88.272003,3861600
2016-12-09,96.230003,96.300003,95.190002,95.529999,87.593491,6550200
2016-12-12,96.010002,96.650002,94.910004,95.080002,87.180878,3596700
2016-12-13,95.739998,96.500000,95.180000,96.019997,88.042778,3803300
2016-12-14,95.769997,96.000000,93.610001,93.739998,85.952202,5647400
2016-12-15,93.800003,94.730003,93.050003,94.529999,86.676567,4200100
2016-12-16,94.349998,94.480003,92.529999,92.580002,84.888580,7872700
2016-12-19,91.930000,92.779999,91.000000,92.709999,85.007767,3856300
2016-12-20,93.639999,94.830002,93.300003,94.339996,86.502350,4302400
2016-12-21,94.260002,94.300003,93.680000,93.820000,86.025551,2829300
2016-12-22,93.779999,94.449997,93.720001,94.120003,86.300636,2534900
2016-12-23,93.790001,94.400002,93.639999,94.320000,86.484032,1545900
2016-12-27,94.339996,94.800003,94.099998,94.550003,86.694916,1735200
2016-12-28,94.599998,94.900002,92.820000,93.150002,85.411224,2700300
2016-12-29,93.279999,93.849998,93.000000,93.290001,85.539597,2387200
2016-12-30,93.040001,93.250000,92.330002,92.739998,85.035286,3471200
2017-01-03,94.000000,95.190002,93.250000,93.989998,86.181442,5054900
2017-01-04,94.459999,94.500000,93.430000,93.570000,85.796318,3772100
2017-01-05,93.180000,94.459999,92.419998,93.000000,85.273682,4698800
2017-01-06,93.449997,93.599998,92.410004,93.040001,85.310364,4023100
2017-01-09,92.930000,93.489998,92.199997,92.370003,84.696022,3095000
2017-01-10,92.980003,94.440002,92.769997,93.830002,86.034721,3980200
2017-01-11,94.470001,94.750000,93.389999,94.650002,86.786598,3720500
2017-01-12,94.370003,94.370003,92.779999,93.989998,86.181442,3102700
2017-01-13,94.070000,94.629997,93.680000,94.480003,86.630730,2609500
2017-01-17,94.239998,94.290001,93.220001,93.570000,85.796318,5040300
2017-01-18,92.790001,93.419998,92.529999,93.330002,86.286331,3425700
2017-01-19,93.580002,93.980003,92.959999,93.379997,86.332558,3540100
2017-01-20,94.010002,95.000000,93.620003,94.580002,87.441994,5045200
2017-01-23,94.599998,94.739998,93.559998,94.459999,87.331055,3254900
2017-01-24,95.019997,96.730003,94.800003,96.239998,88.976715,5768200
2017-01-25,97.820000,98.589996,97.320000,98.150002,90.742561,7557900
2017-01-26,98.449997,98.980003,96.019997,97.220001,89.882751,9097300
2017-01-27,97.690002,99.459999,97.500000,98.989998,91.519173,6371400
2017-01-30,98.400002,98.589996,96.570000,96.790001,89.485191,5221800
2017-01-31,96.589996,96.629997,94.589996,95.660004,88.440491,5724700
2017-02-01,95.809998,96.519997,94.400002,95.110001,87.931984,3582500
2017-02-02,94.769997,95.129997,93.500000,93.769997,86.693130,3807500
2017-02-03,94.320000,94.449997,92.809998,93.279999,86.240112,4677900
2017-02-06,92.809998,93.120003,92.430000,92.870003,85.861061,4621300
2017-02-07,94.320000,94.919998,93.019997,93.309998,86.267838,4995600
2017-02-08,93.000000,93.000000,92.110001,92.910004,85.898026,4083500
2017-02-09,93.059998,94.180000,92.690002,93.959999,86.868782,3994300
2017-02-10,94.870003,96.620003,94.500000,96.309998,89.041412,5600200
2017-02-13,97.690002,99.050003,97.160004,98.500000,91.066139,6995100
2017-02-14,98.290001,98.739998,97.260002,98.089996,90.687088,4342600
2017-02-15,98.110001,99.019997,98.000000,99.019997,91.546898,4326000
2017-02-16,99.050003,99.070000,97.800003,98.260002,90.844254,3062400
2017-02-17,98.070000,98.949997,97.540001,98.849998,91.389740,3631500
2017-02-21,98.870003,99.199997,97.919998,98.099998,90.696327,3916600
2017-02-22,98.040001,98.730003,97.620003,98.199997,90.788788,3031100
2017-02-23,98.440002,98.500000,95.120003,95.550003,88.338776,6024800
2017-02-24,94.860001,95.500000,93.500000,95.480003,88.274071,5018200
2017-02-27,95.480003,97.519997,95.120003,97.440002,90.086143,5445000
2017-02-28,97.239998,97.599998,96.440002,96.660004,89.365013,3951700
2017-03-01,98.199997,98.970001,97.430000,98.580002,91.140106,5564900
2017-03-02,98.489998,98.730003,92.839996,94.360001,87.238586,23059200
2017-03-03,94.360001,95.900002,94.209999,95.120003,87.941238,8163300
2017-03-06,94.320000,95.940002,94.099998,95.660004,88.440491,4706100
2017-03-07,95.650002,96.230003,94.760002,95.930000,88.690109,4683100
2017-03-08,94.099998,95.480003,92.860001,93.230003,86.193886,9370400
2017-03-09,92.449997,93.220001,90.410004,91.389999,84.492737,9260900
2017-03-10,91.889999,93.099998,90.809998,92.309998,85.343315,7169000
2017-03-13,93.330002,93.529999,92.260002,92.639999,85.648399,4376100
2017-03-14,91.220001,92.000000,90.620003,91.860001,84.927284,5781100
2017-03-15,92.370003,93.790001,92.059998,93.360001,86.314072,6434600
2017-03-16,93.970001,94.089996,92.639999,92.849998,85.842552,3717900
2017-03-17,92.989998,93.320000,92.650002,92.910004,85.898026,7141400
2017-03-20,93.129997,95.480003,92.889999,95.400002,88.200104,6516200
2017-03-21,95.379997,95.389999,92.089996,92.430000,85.454254,7720200
2017-03-22,92.000000,93.129997,91.720001,92.430000,85.454254,5035600
2017-03-23,92.449997,93.000000,91.959999,92.230003,85.269356,2585700
2017-03-24,92.239998,93.239998,91.559998,92.150002,85.195381,3634600
2017-03-27,90.900002,91.970001,90.339996,91.510002,84.603691,3425700
2017-03-28,91.559998,93.160004,91.510002,92.949997,85.935005,3866100
2017-03-29,92.760002,93.250000,92.400002,92.860001,85.851799,2513700
2017-03-30,92.980003,93.370003,92.400002,93.220001,86.184624,3672600
2017-03-31,92.629997,93.239998,92.019997,92.760002,85.759346,4020600
2017-04-03,92.430000,92.839996,91.000000,92.269997,85.306320,3685800
2017-04-04,93.889999,94.779999,93.059998,94.129997,87.025948,5797500
2017-04-05,94.919998,96.730003,93.959999,94.239998,87.127640,6061300
2017-04-06,94.419998,96.419998,94.260002,95.820000,88.588402,5421600
2017-04-07,95.870003,96.620003,95.419998,95.519997,88.311050,4463800
2017-04-10,96.309998,97.889999,96.099998,97.139999,89.808792,5168300
2017-04-11,97.300003,97.309998,95.669998,97.099998,89.771797,4250400
2017-04-12,96.690002,96.769997,94.660004,94.860001,87.700851,4773900
2017-04-13,94.599998,94.860001,93.089996,93.099998,86.073677,4706000
2017-04-17,93.690002,94.349998,93.489998,94.139999,87.035210,3719100
2017-04-18,93.500000,94.540001,93.120003,94.389999,87.266327,3310400
2017-04-19,94.860001,95.970001,93.290001,93.470001,86.415764,5550400
2017-04-20,93.279999,94.959999,92.980003,94.660004,88.242897,4852500
2017-04-21,95.190002,95.250000,93.809998,94.320000,87.925949,4128700
2017-04-24,95.839996,97.059998,95.800003,96.809998,90.247131,6739400
2017-04-25,102.879997,104.889999,102.000000,104.419998,97.341255,18383500
2017-04-26,103.800003,105.980003,103.639999,104.660004,97.564987,9856100
2017-04-27,104.050003,104.239998,102.559998,102.680000,95.719208,6727400
2017-04-28,102.830002,103.529999,102.230003,102.260002,95.327682,4016000
2017-05-01,102.650002,102.989998,101.410004,102.000000,95.085312,4512100
2017-05-02,102.269997,102.709999,101.250000,101.510002,94.628525,4516400
2017-05-03,101.040001,102.169998,100.779999,101.540001,94.656502,4278400
2017-05-04,101.440002,101.500000,98.639999,99.389999,92.652245,7271600
2017-05-05,99.500000,99.989998,99.019997,99.639999,92.885292,4086800
